TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,Mobility
1786,Well74,3177.9,2655.365233,116.04,44.5148,10.3903,10.6647,11.4696,2.3358,0.186529,O,K,0.847656,c2,0.8
1789,Well74,3277.3,2725.712154,119.47,48.5533,8.5269,8.7604,9.3623,2.3611,0.191624,O?,K,0.63208,c2,2.91
1791,Well74,3328.9,2761.980621,120.53,42.8641,8.4306,8.8515,9.8597,2.386,0.161889,O?,K,2.037598,c2,13.28
1792,Well74,3329.1,2762.121201,119.68,39.7349,8.1351,8.5344,9.4761,2.373,0.172861,O?,K,2.037598,c2,14.23
1799,Well75,3057.8,2497.579791,111.94,50.4689,15.7655,15.0537,15.5217,2.4461,0.190107,O,E,0.438721,c1,0.52
1803,Well75,3086.1,2518.256068,112.43,93.6645,15.0921,14.7454,15.3659,2.5844,0.169768,O?,E,,c1,0.36
1808,Well75,3182.5,2588.66399,115.44,52.9937,17.1702,17.2304,19.0101,2.5989,0.13438,O?,E,0.438477,c2,0.45
1812,Well75,3231,2624.111302,116.51,63.344,33.333,31.8207,32.5525,2.3934,0.169939,O,E,0.950195,c2,6.59
1813,Well75,3236.5,2628.131489,116.59,79.6094,12.361,11.9353,12.0863,2.5495,0.201735,G,E,0.950195,c2,16.65
1817,Well75,3260.6,2645.744016,116.84,65.3639,30.6433,29.2502,30.4326,2.6049,0.114348,O,E,0.584473,c2,0.65
1818,Well75,3272.2,2654.220144,116.78,56.3662,23.0538,22.2507,23.2736,2.4847,0.243287,,E,,c2,3.15
1821,Well75,3307.8,2680.227462,117.25,43.0199,19.4894,19.4662,20.6754,2.3905,0.15254,,E,0.365479,c2,2.38
1822,Well76,1563.5,1330.430259,81.4,16.527,0.7888,0.9154,,2.0999,0.282926,W,K,9.00061,,366.94
1824,Well76,2956,2508.398957,112.38,53.3579,36.6006,35.0226,0.3114,2.3267,0.213988,O,K,5.403076,c1,10.91
1825,Well76,3089.7,2608.627956,115.63,45.2593,21.9352,22.017,0.2035,2.368,0.161305,O,K,2.171143,c1,7.88
1830,Well76,3328.2,2779.339451,121.53,39.2722,13.4613,16.5651,0.2267,2.3921,0.087253,O?,K,2.47998,c2,5.73
1831,Well76,3384,2816.730587,121.91,63.1031,39.4697,38.8916,0.5071,2.3371,0.136328,O,K,0.401855,c2,3.32
1832,Well76,3442.2,2855.734027,124.03,49.5839,43.643,27.3208,0.348,2.3593,0.159867,O,K,1.60791,c2,4.95
1836,Well76,3647,2992.928936,128.02,34.8086,55.3919,28.4092,0.1742,2.319,0.159174,O,K,2.339111,c2,9.94
1837,Well76,3679,3014.293277,128.62,51.525,27.6518,9.793,0.3709,2.4031,0.132778,O,K,1.066895,c2,5.16
1842,Well76,3792.1,3089.801795,131.36,56.0941,22.4562,50.091,0.4246,2.469,0.131775,O,K,0.934326,c2,0.43
1843,Well76,3800.6,3095.475081,131.37,46.0168,16.6712,17.2503,0.3061,2.4588,0.135102,O,K,0.934082,c2,0.88
1846,Well76,3821.4,3109.356664,132.42,53.9008,24.7007,25.2314,0.3988,2.5443,0.11627,,K,1.20166,c2,0.39
1848,Well76,3841.2,3122.578919,132.98,37.0507,64.5409,63.2165,0.2006,2.4265,0.138067,O,K,1.402588,c2,3.32
1850,Well76,3874.6,3144.891964,133.77,30.7119,82.339,102.7009,0.126,2.536,0.099031,,K,1.536865,c2,3.06
1854,Well76,3911.5,3169.554911,133.9,41.2045,33.3117,32.5458,0.2495,2.4299,0.121268,O,K,1.805176,c2,0.42
1859,Well77,2842,2427.720786,111.27,45.7199,30.4401,,31.7759,2.2285,0.183059,O,K,1.662598,c1,5.87
1860,Well77,2995,2529.511296,113.89,50.8676,7.6748,,8.6434,2.3666,0.190318,W,K,2.594238,c1,2.03
1861,Well77,3009.6,2539.23224,114.09,43.1204,18.2448,,21.2076,2.5018,0.133694,W,K,0.066406,c1,1.46
1863,Well77,3223.4,2681.774913,118.09,47.7927,19.7892,,21.7047,2.4076,0.138646,W,K,1.066895,c2,6.77
1864,Well77,3224.5,2682.508243,118.75,118.0274,9.2537,,9.8956,2.6645,0.194817,W,K,,c2,6.7
1865,Well77,3267,2710.830129,119.4,47.1577,8.0402,,9.3097,2.352,0.174182,W,K,2.997314,c2,3.07
1867,Well77,3355,2769.456324,121.74,87.1205,9.6959,,11.1499,2.4455,0.192691,W,K,,c2,31.93
1871,Well77,3721.6,3013.644697,128.34,102.1519,8.475,,7.0892,,,W,K,,c2,2.02
1872,Well77,3755.8,3036.427262,129.16,94.3466,12.4123,,8.5289,,,W,K,,c2,0.51
1873,Well77,3767,3043.885939,129.93,88.9578,14.1733,,11.4908,,,W,K,,c2,0.56
1874,Well77,3792.2,3060.733965,130.09,64.7602,17.7719,,14.414,,,O?,K,0.201172,c2,0.72
1875,Well77,3829,3085.564868,131.57,70.9227,20.2042,,21.1999,,,O,K,0.272217,c2,0.33
1877,Well78,1159,1076.026045,77.28,86.7871,0.6933,,0.6427,2.1571,0.253156,W,K,8.069702,,359.78
1878,Well78,1193,1109.085716,75.51,88.7709,0.6922,,0.6343,2.1474,0.294703,W,K,9.919189,,572.41
1879,Well78,1196,1112.002467,77.87,78.9244,0.6114,,0.5726,2.1539,0.252163,W,K,9.919189,,190.39
1880,Well78,1248,1162.558294,81.13,80.1292,0.6527,,0.5688,2.1324,0.268811,W,K,7.973511,,3265.59
1881,Well78,1435,1344.38656,82.03,46.5713,1.6678,,1.3188,2.129,0.283124,W,K,3.889771,a,162.17
1885,Well78,2725,2453.289465,113.02,117.5274,2.4274,,2.4451,2.4443,0.396321,W,K,3.109619,c1,8.05
1887,Well78,3050,2688.725752,118.97,117.5274,2.4274,,2.4451,2.4443,0.396321,G,K,2.360352,c2,4.09
1889,Well78,3298,2851.018917,122.87,117.5274,2.4274,,2.4451,2.4443,,O?,K,,c2,49.73
1890,Well78,3301,2852.994624,123.09,117.5274,2.4274,,2.4451,2.4443,,G,K,6.320557,c2,5.98
1894,Well78,3382,2906.648112,124.89,117.5274,2.4274,,2.4451,2.4443,,W,K,,c2,0.76
1895,Well78,3410,2925.804648,124.78,117.5274,2.4274,,2.4451,2.4443,,W,K,,c2,0.45
1896,Well78,3419,2932.032985,126.15,117.5274,2.4274,,2.4451,2.4443,,W,K,,c2,0.32
1897,Well78,3422,2934.109098,125.76,117.5274,2.4274,,2.4451,2.4443,,W,K,,c2,0.38
1898,Well78,3425,2936.18521,125.84,117.5274,2.4274,,2.4451,2.4443,,W,K,0.343994,c2,0.78
1899,Well78,3481.1,2974.699054,126.4,117.5274,2.4274,,2.4451,2.4443,,W,K,0.823486,c2,0.56
1900,Well78,3517,2999.331552,126.98,117.5274,2.4274,,2.4451,2.4443,,O?,K,,c2,0.44
1902,Well79,2982.5,2458.750612,101.56,79.8088,23.0498,2.4403,22.6786,0.188456,0.741123,O,F,0.68,c1,5.31
1907,Well79,3084,2544.829738,106.52,67.9761,43.2207,2.4775,43.4253,0.131998,0.446419,O,F,0.76,c1,6.85
1916,Well79,3217.2,2657.741873,113.78,82.0596,33.7856,2.4121,33.0997,0.16445,0.598704,O,F,0.59,c2,77.56
1919,Well79,3252.2,2687.373066,114.42,79.9823,47.328,2.423,47.3436,0.147033,0.489347,O,F,0.76,c2,82.66
1922,Well79,3437,2843.804289,119.84,79.4615,17.2466,2.5032,16.5685,0.153676,0.503414,W,F,0.25,c2,0.47
1930,Well79,3579.2,2964.154948,121.18,75.4861,15.4018,2.3931,14.8412,0.148092,0.407906,W,F,2.37,c2,1.75
1940,Well80,2838.4,2475.918006,109.2,45.735,11.5326,12.1041,13.8534,2.3149,0.216764,W,E,2.14,c2,30.74
1941,Well80,2845.7,2481.31278,108.99,58.3249,14.4593,14.6251,15.4459,2.3214,0.196191,W,E,0.89,c2,3.34
1949,Well80,3122.9,2686.061094,117.55,43.4842,31.2124,31.566,33.2068,2.3399,0.152552,O,E,3.11,c2,2.54
1958,Well80,3238,2771.263751,120.12,38.7793,57.176,60.0203,66.4603,2.335,0.145405,O,E,2.59,c3,21.82
1963,Well80,3376.8,2874.037731,122.33,57.3373,29.17,29.5621,33.7094,2.4695,0.10859,O?,E,0.44,c3,0.54
1967,Well81,2487,1827.094522,90.03,94.563,6.1899,2.2629,6.0136,0.215113,0.57609,W,L,1.19,b1,9.36
1969,Well81,3275.1,2353.496484,102.28,80.2343,13.3255,2.3818,13.443,0.169721,0.445511,O,L,4.61,b3,2.5
1973,Well81,3294,2365.733988,102.37,81.0047,12.509,2.3539,12.4254,0.187519,0.453178,O,L,4.71,b3,1.47
1975,Well81,3298.2,2368.443804,102.64,81.8673,7.5751,2.4015,7.4667,0.15298,0.51202,O,L,1.81,b3,1.99
1978,Well81,3311,2376.70228,101.8,83.5618,3.2618,2.3308,3.0859,0.170673,0.447962,W,L,5.92,b3,24.51
1979,Well81,3313,2377.992647,102.1,85.0186,2.9498,2.3387,2.8333,0.196654,0.434597,W,L,5.92,b3,36.4
1980,Well81,3338,2394.122238,103.29,89.753,2.2193,2.3105,2.1033,0.210002,0.391055,W,L,13.16,b3,18.24
1981,Well81,3340,2395.398429,104.41,90.4366,1.8193,2.2703,1.7319,0.211732,0.433279,W,L,13.16,b3,2.66
1982,Well81,3341.5,2396.347218,103.67,85.9436,1.8627,2.3363,1.7955,0.209052,0.363161,W,L,13.16,b3,92.27
1983,Well81,3393,2428.210607,104.67,72.2489,4.6484,2.4546,4.391,0.140044,0.345624,W,L,10.36,b3,0.6
1984,Well81,3395,2429.41922,104.87,76.5079,5.1661,2.426,4.9028,0.133221,0.3234,W,L,10.36,b3,29.14
1986,Well81,3469,2475.427653,105.24,80.0875,3.6679,2.3367,3.4764,0.172155,0.437783,W,L,3.27,b3,0.74
